Id,AyahText,SurahNo,AyahNumber,Comment
5250,"Улар дедилар: “Ҳа, бизга огоҳлантирувчи келган эди, лекин биз ёлғон санадик. Аллоҳ ҳеч нарса нозил қилгани йўқ, сизлар фақат улкан адашувдасиз, дедик”.",67,9,
5251,"Дедилар: “Қанийди қулоқ солганимизда ёки ақл ишлатганимизда, биз Оловли Дўзах аҳлидан бўлмас эдик”.",67,10,
5252,Ниҳоят гуноҳларини эътироф этдилар! Йўқолсин Дўзах аҳли!,67,11,
5253,Раббидан ичдан/ғоибда хайиққанлар учун эса кечирим ва улкан ажр-мукофот бор.,67,12,
5254,"Гапингизни яширасизми ёки очиқ айтасизми, У диллардагини билади.",67,13,
5255,"Наҳотки, Яратган Зот билмаса? У Латиф ва Хобир / энг майда жиҳатларигача билади, тўлиқ хабардор.",67,14,
5256,"Ерни сизга бўйин эгдириб қўйган Унинг Ўзидир. Бас, унинг/Ернинг елкасида юринг ва Аллоҳнинг ризқидан енг. Қайтишингиз ҳам Унга.",67,15,
5257,Самодаги Зот сизларни Ерга чўктиришидан омондамисиз? У/Ер бирдан қимирлай бошлайди.,67,16,
5258,Ёки самодаги Зот устингизга тош ёғдирувчи бўрон юборишидан омондамисиз? Менинг огоҳлантирувим қандай эканини яқинда билиб оласиз.,67,17,
5259,Улардан олдингилар ҳам инкор этганлар. Менинг инкорим қандай бўлибди экан?,67,18,
5260,"Устларида қанот ёйиб учаётган қушларни кўрмайдиларми? Уларни Раҳмондан ўзга ҳеч ким тутаётгани йўқ. Албатта, Унинг Ўзи барча нарсани кўриб туради.",67,19,
5261,Ёки Раҳмондан ўзга сизга ёрдам берадиган ўша аскарингиз ким? Кофирлар фақат алданишда.,67,20,
5262,"Ёки Аллоҳ ризқини тутиб қолса, ким сизга ризқ беради? Ҳақиқатан, улар исён ва нафратда оёқ тирамоқдалар.",67,21,
5263,Юзтубан қоқилиб юрган тўғри борадими ёки Тўғри Йўлда текис юрганми?,67,22,
5264,"Сен айт: “Сизни яратган ва сизга эшитиш, кўриш ва фикрлаш неъматини берган Унинг Ўзидир. Қанчалар оз шукр қиласиз?”",67,23,
5265,"Сен айт: “Сизларни Ер юзида етиштирган Унинг Ўзидир, Унга қайтиб тўпланасиз”.",67,24,
5266,"Дейдилар: “Қачон экан бу ваъда, агар рост бўлса?”",67,25,
5267,Сен айт: “Бунинг илми - Аллоҳнинг ҳузурида. Мен фақат бир огоҳлантирувчиман холос”.,67,26,
5268,"Уни яқиндан кўрганларида, кофир бўлганларнинг юзлари ёмон бўлди. “Сизнинг ҳадеб чақираётганингиз мана шу!” дейилди.",67,27,
5269,"Сен айт: “Ҳеч ўйлаб кўрганмисиз, мени ё мен билан бирга бўлганларни Аллоҳ ҳалок этар ёки раҳм қилар, аммо кофирларни Аламли Азобдан ким қутқара олади?”",67,28,
5270,"Сен айт: “У Раҳмон*, биз Унга имон келтирдик, Унга суяндик. Ким очиқ адашувда эканини яқинда билиб оласиз”. (*Яратган, ризқ берган ва Тўғри Йўлни кўрсатган Зот).",67,29,
5271,"Сен айт: “Ҳеч ўйлаб кўрганмисиз, агар сувингиз сингиб кетадиган бўлса, ким сизга оққан сув келтириб бера олади?”",67,30,
5272,Нун. Қалам ва сатр этганлари.,68,1,
5273,Раббинг неъмати ила сен мажнун эмассан.,68,2,
5274,Сен учун беминнат* эваз бор.,68,3,
5275,Сен Улуғ Хулуқ* устидасан. (*Хулуқ - берилган ризқларни тўғри тасарруф этиш таълимоти - 26:137),68,4,
5276,"Яқинда кўрасан, улар ҳам кўради",68,5,
5277,Сизлардан ким фитнага/оловга солинганини.,68,6,
5278,"Ҳақиқатан, Унинг йўлидан адашганни ҳам Раббинг Ўзи яхши билади, Тўғри Йўлда юрганни ҳам Ўзи яхши билади.",68,7,
5279,"Шундай экан, ёлғон дегувчиларга бўйсунма,",68,8,
5280,"Сендан ёнбосиш умид қиладилар, ки ўзлари ҳам ёнбоссин.",68,9,
5281,"Бўйсунма уларга: ҳаммаси қасамхўр, пасткаш,",68,10,
5282,"Ҳақоратчи, гап ташувчи,",68,11,
5283,"Яхшиликни манъ этувчи, тажовузкор, гуноҳга мубтало,",68,12,
5284,"Қўпол, кейин яна ёмонлик-ла тамғали/зулук табиатли.",68,13,
5285,"Моли ва Ўғиллари бўлгани боис,",68,14,
5286,"Оятларимиз унга ўқилганда, дейди: “Ўтганларнинг афсонаси”.",68,15,
5287,Яқинда унинг бурнига тамға босамиз.,68,16,
5288,"Биз уларни синовга тутдик, худди Боғ эгаларини синовга тутганимиздек. Мана, улар эрта тонгда боғни териб олишга қасам ичдилар.",68,17,
5289,Истисно* қилмадилар. (*Муҳтожларнинг ҳаққини айирмадилар),68,18,
5290,"Улар уйқуда экан, Раббингдан бир айланувчи уни ўраб олди,",68,19,
5291,Боғ қоп-қора бўлди-қўйди.,68,20,
5292,Тонгда ўзаро нидо қилдилар:,68,21,
5293,"“Агар тезроқ йиғиб олай десангиз, эртароқ боринглар”.",68,22,
5294,Улар юриб борар ва ўзаро шивирлашарди:,68,23,
5295,"“Бугун боғға бирор мискин кириб, ёнингизга келмасин”.",68,24,
5296,Улар хосилни териш умидида эртароқ бордилар.,68,25,
5297,"Боғни кўргач эса, дедилар: “Биз бошқа боғға келиб қолибмиз,",68,26,
5298,Йўқ. Аксинча маҳрум бўлибмиз!”,68,27,
5299,Ораларида тўғри йўлдан оғмагани деди: “Раббингизни улуғлаб покланг! демаганмидим сизга?”,68,28,
5300,“Роббимиз пок ва олийдир! Ҳақиқатан биз ноҳақлик қилибмиз!”,68,29,
5301,Улар ўгирилиб бир-бирларини маломат қила бошладилар:,68,30,
5302,"Дедилар: “Ҳолимизга Вой, биз ҳаддан ошган эканмиз!",68,31,
5303,"Зора бунинг ўрнига Раббимиз яхшироғини берса. Раббимизга тавба қилиб, Унинг Ўзидан умид қиламиз”.",68,32,
5304,"Азоб мана шу кабидир. Охират Азоби эса каттароқ бўлади, агар билсалар.",68,33,
5305,Тақводорлар учун Рабби ҳузурида неъмат боғлари бор.,68,34,
5306,"Мана шу каби жиноятчиларга берган жазони, Таслим бўлганларга ҳам берармидик?",68,35,
5307,"Нима бўлди сизларга, қандай ҳукм чиқараяпсиз?",68,36,
5308,Ёки ўқиб дарс олаётган Китобингиз борми?,68,37,
5309,"Унда “Нима истасангиз, ўша - сизники”, дейилганми?",68,38,
5310,"Ёки Қиёмат кунигача яроқли Биз билан аҳдлашув бор-у, унда “Қандай ҳукм чиқариш ўзингизга ҳавола” дейилганми?",68,39,
5311,"Сўра-чи улардан, қай бири бунга кафил экан?",68,40,
5312,"Ёки уларнинг Шериклари борми? Агар рост бўлса, келтирсин Шерикларини!",68,41,
5313,"Болдир очиладиган/Заифлиги фош бўладиган Кунда, сажда қилишга/тўлиқ бўйсунишга чақириладилар, сажда қилолмайдилар,",68,42,
5314,"Кўзлари қуйи, юзларини хорлик қоплаган бўлади; улар саломат ҳолларида саждага чақириларди.",68,43,
5315,Бу ҳадисни/гапни ёлғон санаганни Менга қўйиб бер. Биз уларни билмаган тарафдан ушлаймиз.,68,44,
5316,"Уларга муҳлат бераман. Ҳақиқатан, Менинг макрим ўта кучли.",68,45,
5317,"Ёки сен улардан эваз сўраяпсан-у, улар оғир қарз остида қолмоқдами?",68,46,
5318,"Ёки Ғайб уларда-ю, улар ёзиб бормоқдами?",68,47,
5319,"Сен Раббинг ҳукмига сабр қил, ва безиган/тўйган одам каби бўлма. Мана, у ютқиниб нидо қилди.",68,48,
5320,"Агар унга Раббидан бир неъмат етмаганида, у хорланган ҳолда очиқ жойга улоқтирилган бўларди.",68,49,
5321,"Лекин Рабби уни танлади, юксалтирди ва Солиҳлардан айлади.",68,50,
5322,"Кофир бўлганлар бу Зикрни/Эслатмани эшитиши билан, сени кўзлари билан қулатгиси келиб дейдилар: “Ҳақиқатан бу мажнун!”",68,51,
5323,"Ҳолбуки, у - Оламлар учун Эслатма, холос.",68,52,
5324,"Рўй бериши ҳақ,",69,1,
5325,Рўй бериши ҳақ нима?,69,2,
5326,"Рўй бериши ҳақ нима, биласанми?",69,3,
5327,Самуд ва Од Қориъа* ҳақиқатини ёлғон деди. (*Тўсатдан келувчи Азоб - 101:1),69,4,
5328,Самуд эса бир Тошқин билан ҳалок этилди.,69,5,
5329,Од эса қутурган шамол билан ҳалок этилди.,69,6,
5330,"Уни етти кечаю, саккиз кундуз улар устига қўйиб берди. У қавмни кўрсанг, худди хурмо дарахти коваклари каби,",69,7,
5331,Улардан бирон қолдиқ кўряпсанми?,69,8,
5332,Фиръавн ва ундан олдингилар ва ағдарилган шаҳар ҳам хатокор эдилар -,69,9,
5333,Улар Раббининг Расулига осий бўлдилар. Уларни тобора кучайиб борувчи ушлаш билан ушлади.,69,10,
5334,"Сув тошганда, сизни сузган кемада ташидик.",69,11,
5335,"Токи сизга оят-ибрат бўлсин, ва эшитган қулоқ эшитсин.",69,12,
5336,"Илк бора Сур чалинганда,",69,13,
5337,"Ер ва Тоғлар ўз ўрнидан кўтарилиб, шиддат-ла силкитилганда,",69,14,
5338,"Ўша куни, Воқеъ бўлгувчи воқеъ бўлгусидир.",69,15,
5339,"Осмон ёрилади, у Кун у кучсиз, қалтироқ,",69,16,
5340,Малаклар ҳам унинг чеккаларида. У Кунда Раббингнинг Аршини ўз устида саккиз/бошқалар ташийди.,69,17,
5341,У Кунда сизлар арз қилинасиз. Сиздаги ҳеч қандай сир яширин қолмайди.,69,18,
5342,Китоби ўнг томонидан берилган кимса дейди: “Мана! Ўқинг китобимни!,69,19,
5343,Мен ҳисобга тортилишимни сезгандим”.,69,20,
5344,Энди ҳозир у ҳотиржам ҳаёт суради.,69,21,
5345,Юксак боғларда.,69,22,
5346,Ундаги меваларга осон етишилади.,69,23,
5347,Енглар-ичинглар! Бу - ўтган кунларда қилиб ўтган амалларингиз учун.,69,24,
5348,Китоби сўлдан берилган кимса дейди: “Қанийди китобим берилмаса!,69,25,
5349,Мен ҳисобимни ҳеч билмасам!,69,26,
5350,Ўлим келиб ишимни тугатиб қўя қолсайди!,69,27,
5351,Бойлигим ҳеч фойда бермади.,69,28,
5352,Куч-қудратим қайгадир ғоиб бўлди...”,69,29,
5353,“Ушланг уни! Боғланг!,69,30,
5354,Сўнг жаҳаннамга улоқтиринг!,69,31,
5355,Сўнг етмиш аршинлик занжирга солинг!”,69,32,
5356,Буюк Аллоҳни тан олмади,69,33,
5357,"Мискинни тўйдиришга ташвиқ этмади,",69,34,
5358,"Бугун бу ерда унга ҳеч бир қайноқ дўст йўқ,",69,35,
5359,"Йирингдан бошқа таом йўқ,",69,36,
5360,Уни хато йўлдагилардан ўзгалар емайди.,69,37,
5361,Йўқ! Барча кўрганларингиз,69,38,
5362,"Ҳамда кўрмаганингиз билан қасамки,",69,39,
5363,Бу қадрли Расулнинг гапи.,69,40,
5364,Бу бир шоир сўзи эмас. Қанчалар оз ишонасиз!,69,41,
5365,Бу коҳин сўзи ҳам эмас. Қанчалар оз ақл ишлатасиз!,69,42,
5366,Бу - Оламларнинг Раббидан Зикр/Эслатма.,69,43,
5367,"Агар у Бизнинг номимиздан баъзи сўзларни тўқиб олганида,",69,44,
5368,"Биз аллақачон унинг кучини йўқотардик,",69,45,
5369,Кейин унинг жон томирини кесиб ташлардик.,69,46,
5370,Сиздан ҳеч ким бунинг олдини ололмасди.,69,47,
5371,Бу - тақво эгалари учун Ўгит.,69,48,
5372,"Биламиз, орангизда уни ёлғон санагувчилар бор.",69,49,
5373,Бу - кофирлар учун ҳасрат.,69,50,
5374,Бу - аниқ ҳақиқат.,69,51,
5375,"Шундай экан, Раббингнинг Улуғ номини тасбиҳ этгин.",69,52,
5376,"Сўрагувчи Воқеъ бўлғуси Азобни сўради,",70,1,
5377,Уни кофирлардан дафъ этгувчи йўқ.,70,2,
5378,Юксалиш ўринлари/вақтлари Эгаси Аллоҳдан -,70,3,
5379,Малаклар ва Руҳ Унга миқдори эллик минг йиллик Кунда юксалади.,70,4,
5380,"Шу боис, Чиройли Сабр қил. (Чиройли сабр - 12:18; 12:83)",70,5,
5381,Уларга у узоқ кўринади.,70,6,
5382,Бизга эса яқин кўринади.,70,7,
5383,"У Кунда само эриган маъдан каби,",70,8,
5384,"Тоғлар эса жун каби,",70,9,
5385,"Қалин дўст дўстининг ҳолидан сўрмас,",70,10,
5386,"Бир-бирларини кўриб турсалар ҳам, жиноятчи у Кунги азобдан қутулиш учун фидя беришга тайёр: ўғилларини,",70,11,
5387,"Аёлини, ака-укасини,",70,12,
5388,"Ўстирган оиласини,",70,13,
5389,"Ва ер юзидаги барчани берса-ю, жонини қутқарса.",70,14,
5390,"Йўқ! Қиздирилган Оташ бу,",70,15,
5391,"Териларни қовуриб шилади,",70,16,
5392,"Бирма-бир чақиради: терс бурилганни, юз ўгирганни -",70,17,
5393,"Йиғиб, ғамлаганни.",70,18,
5394,"Ҳақиқатан, инсоннинг яратилишида бойликка ҳирс бор:",70,19,
5395,"Ёмонлик тегса, нолийди,",70,20,
5396,"Яхшилик тегса, қизғанади.",70,21,
5397,Аммо Тўғри Йўлда пешқадамлар* мустасно: (*Мусоллийн - Аллоҳнинг кўрсатган Тўғри Йўлига бошловчи пешволар),70,22,
5398,"Улар ўз эргашган йўлида бардавом зотлар,",70,23,
5399,Уларнинг молларида муайян ҳаққ бор,70,24,
5400,Сўровчи ва маҳрумлар учун.,70,25,
5401,"Улар Дин Кунини тасдиқ этадилар,",70,26,
5402,Раббининг Азобидан қўрқадилар.,70,27,
5403,Зеро Унинг Азобидан омон қолиш имконсиз.,70,28,
5404,"Улар иффатини сақлайдилар,",70,29,
5405,"Фақат ўз жуфтлари/тенглари, яъни масъулият олганлари мустасно, улар маломат қилинмайдилар,",70,30,
5406,"Лекин ким бундан нарига интилса, ҳаддан ошувчилар ана ўшалардир,",70,31,
5407,Улар омонат ва аҳдига риоя қиладилар.,70,32,
5408,Улар тўғрилик билан гувоҳлик берадилар.,70,33,
5409,"Улар Салотини/Эргашган Йўлини муҳофаза* этадилар. (*Молидан бераркан 70:22-25, улардан эваз тамаъ қилмайдилар)",70,34,
5410,Ана ўшалар боғ-роғларда иззат-икром қилинади.,70,35,
5411,"Кофир бўлганларга нима бўлди, сен томон бўйин чўзиб шошадилар?",70,36,
5412,"Ўнгу-чапдан, кўплашиб?",70,37,
5413,"Наҳотки, ҳар биттаси жаннатга киритилишни истаётган бўлса?",70,38,
5414,Йўқ ундай эмас! Биз уларнинг қандай яратилганини маълум қилдик.,70,39,
5415,"Йўқ, Шарқларнинг ва Ғарбларнинг Раббига қасамки, Бизнинг қудратимиз етади",70,40,
5416,Уларнинг ўрнига яхшироқ қавмни келтиришга. Бизга ҳеч ким тўсиқ бўлолмайди.,70,41,
5417,"Шундай экан, қўявер уларни, ўйнаб-шўнғиб қолишсин, бу фақат уларга ваъда қилинган Кунгача холос,",70,42,
5418,"У Кунда улар тез-тез қабрдан чиқиб келадилар, худди маррага қараб чопаётгандек,",70,43,
5419,"Кўзлари қуйи, юзларини хорлик қоплаган. Уларга ваъда қилинган Кун - ана ўша Кун.",70,44,
5420,"Биз Нуҳни қавмига юбориб, дедик: “Қавмингга Аламли Азоб келмасидан олдин уларни огоҳлантир”.",71,1,
5421,"Деди: “Эй қавмим, мен сизга очиқ огоҳлантувчиман.",71,2,
5422,"Аллоҳга қуллик/хизмат қилинг, Унга тақво қилинг ва менга бўйсунинг.",71,3,
5423,"Гуноҳларингизни кечиради ва белгиланган муддатгага умр беради. Аллоҳнинг белгилаган муддати келгач, асло кечиктирилмайди. Қанийди билсангиз”.",71,4,
5424,"У деди: “Эй Раббим, мен қавмимни кечаю-кундуз даъват этдим,",71,5,
5425,Даъватим уларда фақат қочишни орттирди.,71,6,
5426,"Ҳар гал Сенинг Мағфиратингга чақирсам, улар қулоғига бармоғини тиқиб оларди, либосини бошига ёпиб оларди, ўта қайсарлик ва кибру-истикбор этарди.",71,7,
5427,Кейин ошкора даъват қилдим.,71,8,
5428,Кейин оммага ҳамда шахсларга даъват қилдим.,71,9,
5429,"Дедим: “Раббингиздан кечирим истанг, зеро У ўта кечиримли.",71,10,
5430,У сизга самодан мўл-кўл ёмғир юборади.,71,11,
5431,"У сизга бойлик ва ўғиллар билан мадад беради, сизга боғ-роғлар, анҳорлар насиб этади.",71,12,
5432,Нечун Аллоҳни ҳурматга лойиқ санамайсиз?,71,13,
5433,"Ахир сизни босқичма-босқич яратган Унинг Ўзи-ку,",71,14,
5434,"Ахир, Етти Самони қандай устма-уст яратганини кўрмаяпсизми?",71,15,
5435,"Уларда Ойни мунаввар қилгани, ҳам Қуёшни чироқ қилганини?",71,16,
5436,"Сизларни ердан наботот ила ўстирган Аллоҳ-ку,",71,17,
5437,"Сўнг яна ерга қайтарадиган ҳам Унинг Ўзи, ва яна тирик чиқарадиган ҳам.",71,18,
5438,Ерни сизга гилам қилиб берган ҳам Аллоҳ-ку!,71,19,
5439,Сизни кенг йўллардан юргизиб қўйган ҳам...”,71,20,
5440,"Нуҳ яна деди: “Эй Раббим, улар менга бўйсунмади, балки моли ва ўғиллари фақат зиённи орттирганларга эргашди”.",71,21,
5441,Улар ҳар гал яна-да каттароқ тузоқ қуришди.,71,22,
5442,"Дейишди: “Ўз илоҳларингизни ташламанг! Вадд, Сувоъ, Яғус, Яъуқ ва Насрни асло тарк этманг!”",71,23,
5443,"Улар жуда кўпларни адаштирди, Сен ҳам бу золимларнинг адашувини орттиргин”.",71,24,
5444,"Улар хатолари сабабли ғарқ қилинди, оловга улоқтирилди ва уларга Аллоҳдан ўзга ёрдамчи топилмади.",71,25,
5445,"Нуҳ деди: “Эй Раббим, Ерда юрган бирорта кофирни қолдирма”.",71,26,
5446,"Мабодо қолса, ёлғиз Сенга қуллик қилгувчиларни адаштиради; ўзлари ҳам фақат фосиқу-кофирларни туғиб кўпайтиради.",71,27,
5447,"Эй Раббим, мени ва ота-онамни кечиргин, ҳамда Байтим*га имон-ла кирган эркагу-аёлни мағфират айлагин; золимларнинг ҳалокатини зиёда қилгин”. (*Байт - жамланиш ўрни - Нуҳ Кемаси)",71,28,
5448,"Сен айт: “Менга ваҳй қилиндики, Жинндан/ажнабийлардан бир гуруҳ тинглади ва деди: “Рости Биз ажиб бир Қуръон тингладик”.",72,1,
5449,"“У тўғриликка/Рушдга бошлайди, ва биз унга ишондик. Энди Раббимизга асло шерик қўшмаймиз.",72,2,
5450,"“Раббимизнинг шаъни улуғ, У хотин ҳам, фарзанд ҳам олмаган”.",72,3,
5451,“Бизнинг нодон эса Аллоҳ ҳақида сафсата сотаётган экан”.,72,4,
5452,"“Биз ҳали Аллоҳга қарши на инс ва на жинн* ёлғон уйдирмайди, деб ўйлар эканмиз”.",72,5,
5453,"“Биз билган кишилардан баъзилари биз билмаганларга сиғинар/ғайб илмини истаб бош урар, улар эса ёмонликни орттирар эди”.",72,6,
5454,"“Улар ҳам, Аллоҳ ҳеч кимни тирилтирмайди/Набий чиқармайди, дея гумон қиларди, худди сизлар гумон қилганингиз каби”.",72,7,
5455,"“Биз Самони йўқладик, кучли қўриқчилар ва учқунлар билан тўла экан”.",72,8,
5456,"“Биз улардан само хабарларини тинглаш учун мажлисларида ўтирардик, энди эса уларни тинглаган ҳар ким ўзини пойлаб турган оловни топади”.",72,9,
5457,"“Ер юзидагиларга ёмонлик ирода этилганми ёки Рабби уларни тўғриликка бошламоқчи бўлганми, билмаймиз”.",72,10,
5458,"“Бизнинг орамизда солиҳлар ҳам бор, пастлар ҳам бор. Биз турли йўлларда эдик”.",72,11,
5459,"“Биз энди билдикки, Ер юзида Аллоҳни ожиз қолдира олмас эканмиз, Ундан қочиб ҳам қутулолмас эканмиз”.",72,12,
5460,"“Биз Тўғри Йўлни эшитдик, ва ишониб тасдиқладик”. Ким Раббига ишонса, унга ажр-мукофоти ноқис берилиши ёки ноҳақлик қилиниши каби қўрқуви бўлмайди.",72,13,
5461,"“Бизнинг орамизда таслим бўлганлар/мусулмонлар ҳам бор, Тўғри Йўлдан озганлар ҳам бор”.",72,14,
5462,"“Таслим бўлганлар, Тўғри Йўлга интилган/йўналганлар ана ўшалардир. Йўлдан озганлар эса, жаҳаннамга ўтин бўлдилар”.",72,15,
5463,"Тўғри Йўлда тўғри турсалар эди, уларга мўл сув берган бўлардик.",72,16,
5464,"У ерда уларни тоблаш/синаш учун. Ким Раббининг Зикридан/Эслатмасидан юз ўгирса, уни остин-устин қилувчи/шидддати тобора ортувчи азобга йўллаб қўямиз.",72,17,
5465,“Масжидлар/Сажда вақтлари/ўринлари ёлғиз Аллоҳ учундир. Аллоҳ билан бирга ҳеч кимга дуо-илтижо қилманг”.,72,18,
5466,"Аллоҳнинг Қули қиём этиб, Унга дуо қилганида/даъват қилганида, барчалари унинг атрофида тўпланиб, жипслашдилар.",72,19,
5467,"Сен айт: “Мен фақат Раббимга дуо қиламан/даъват қиламан, Унга ҳеч кимни шерик қўшмайман”.",72,20,
5468,Сен айт: “Сизларга зарар етказиш ёки Тўғри Йўлга келтириш кучига эга эмасман”.,72,21,
5469,"Сен айт: “Мени Аллоҳдан ҳеч ким қутқара олмайди, ва Ундан ўзга бошпана ҳам тополмасман”.",72,22,
5470,"“Менинг қўлимдан келгани фақат Аллоҳдан келган Рисолатни етказиш. Ким Аллоҳга ва унинг юборган Расулига осий бўлса, доимо қолинадиган жаҳаннам олови бор унга.",72,23,
5471,"Қачонки уларга қилинган ваъдани кўрганида, кимнинг ёрдамчиси заиф ва адади оз экан, билиб оладилар.",72,24,
5472,"Сен айт: “Сизларга қилинган ваъда яқинми ёки Раббим унга узоқ вақт белгилаганми, менга номаълум”.",72,25,
5473,Ғайбни билгувчи Унинг Ўзидир. У Ўз ҳузуридаги Ғайбни ҳеч кимга билдирмайди.,72,26,
5474,Ўзи юборган Расулдан рози бўлгани Ғайб мустасно. Унинг олдидан ва ортидан кузатувчилар қўяди.,72,27,
5475,Раббининг Рисолатини етказганини маълум қилмоқ учун. Аллоҳ улардаги барча нарсани ўз илми ила қамрайди ва барча нарсанинг ададини ҳисоб қилади.,72,28,
5476,Эй ўз либосига буркалган!,73,1,
5477,"Кечаси қоим бўл; илло оз қисми,",73,2,
5478,"унинг ярми, ундан озроғи",73,3,
5479,ё кўпроғи. Қуръонни тартил* ила ратл айла. (*Тартил - жамланган моддий ризқларни тўғри тақсимлаш/нозил бўлган оятларни тўғри тартибга солиш),73,4,
5480,Яқинда Биз сенга Оғир Сўз юклаймиз.,73,5,
5481,"Кечаси қоим бўлиш самаралироқ, сўз ҳам таъсирлироқ.",73,6,
5482,Зеро Кундузда зиммангда узоқ бандлик/машғулот бор.,73,7,
5483,Раббинг номини ёд айла ва бутун қалбинг ила Унга таслим бўл.,73,8,
5484,У Машриқ ва Мағрибнинг Рабби. Ундан ўзга илоҳ йўқ. Ёлғиз Уни вакил тутгин/ёлғиз Унга суянгин.,73,9,
5485,"Уларнинг айтаётганларига сабр айла, ва чиройли тарк эт.",73,10,
5486,"Ўша мол ва ўғиллари бўлиб, ёлғон санагувчиларни Менга қўйиб бер, бироз муҳлат бер уларга.",73,11,
5487,Бизда кишанлар ва Жаҳаннам бор.,73,12,
5488,Томоқни тирнайдиган таомлар ва алам берувчи азоб бор.,73,13,
5489,"У Кунда Ер ва Тоғлар ларзага келади, тоғлар қум уюмларига айланади.",73,14,
5490,"Сизга гувоҳ қилиб Расул юбордик, худди Фиръавнга Расул юборганимиздек.",73,15,
5491,"Фиръавн Расулга осий бўлди/бўйин товлади, уни ўта оғир ушлаш билан ушладик.",73,16,
5492,"Агар сиз ҳам рад этсангиз, ҳали ёш болани қаритадиган Кундан қандай ҳимояланасиз?",73,17,
5493,"Унинг даҳшатидан осмон ёрилади, Аллоҳнинг ваъдаси албатта рўёбга чиқади.",73,18,
5494,"Бу бир Эслатиш холос, ким хоҳласа, Рабби сари йўл олади.",73,19,
5495,"Раббинг сенинг ярим кечаси, ва учдан бирида қиём этишингни билади, сен билан бирга бўлганларнинг ҳам. Кеча ва Кундузнинг ўлчовини қўйган Аллоҳ сени авф этди, сизлар бу ҳисобга тўлиқ риоя қилолмаслигингизни билар эди, шу боис, Қуръондан сизга муяссар бўлганини қироат қилинг/жамланг. Аллоҳ билардики, орангизда хасталар, Аллоҳнинг фазлу марҳаматини кўзлаб сафар қилувчилар ва Аллоҳнинг йўлида жанг қилувчилар бўлади. Бас, Қуръондан муяссар бўлганини қироат қилинг/жамланг. Салотни қоим қилинг/унда Кўрсатилган Йўлга эргашинг/, ва Закотни адо этинг/уни покиза тутинг - Аллоҳга чиройли қарз беринг. Ўз келажагингиз учун ҳозирлик кўринг, Аллоҳнинг даргоҳида яна-да яхшироғини, эвази буюкроғини топасиз. Аллоҳдан кечирим истанг. Албатта, Аллоҳ кечиримли, раҳмдил.",73,20,
5496,"Эй кийиниб шай турган,",74,1,
5497,Қиём айла - огоҳ эт!,74,2,
5498,Ёлғиз Раббингни улуғла!,74,3,
5499,Либосингни тоза тут.,74,4,
5500,"Нопокликдан узоқ бўл,",74,5,
5501,"Кўп бериб миннат қилма,",74,6,
5502,Раббинг учун сабр қил.,74,7,
5503,"Сур чалинганида,",74,8,
5504,У Кун ўта оғир кун!,74,9,
5505,Кофирлар учун енгил эмас.,74,10,
5506,Ўзим ёлғиз яратганни Менга қўйиб бер.,74,11,
5507,"Унга кўп моллар бердим,",74,12,
5508,"Ҳозиру-нозир ўғиллар,",74,13,
5509,Кенг имконлар бердим.,74,14,
5510,У яна зиёдасини истайди.,74,15,
5511,Йўқ асло! Зеро у оятларимизга қайсарлик қилди.,74,16,
5512,Уни тик тепаликка чиқариб чарчатаман.,74,17,
5513,"У ўйлади, ўлчади.",74,18,
5514,"Лаънат бўлгур, қандай ўлчади!",74,19,
5515,"Яна лаънат бўлгур, қандай ўлчади!",74,20,
5516,"Кейин разм солди,",74,21,
5517,"Кейин хўмрайди,",74,22,
5518,"Сўнг тескари ўгирилиб, гердайди,",74,23,
5519,"Ва деди: “Бу ўргатилган сеҳр, бошқа нарса эмас,",74,24,
5520,Бу фақат башар сўзи”.,74,25,
5521,Уни Сақарга улоқтираман.,74,26,
5522,"Сақар нима, биласанми?",74,27,
5523,"У тарк ҳам этмайди, қолдирмайди ҳам,",74,28,
5524,"Башарият учун Лавҳалар,",74,29,
5525,Устида бор ўн тўққиз.,74,30,
5526,"Биз Оташ аҳлини фақат Малаклардан/бойлик ва имкон эгаларидан - қилдик. Биз уларнинг ададини* кофирлар учун фитна/имтиҳон қилдик, . Токи Китоб берилганлар иймон келтирсин, иймон келтирганлар иймони зиёда бўлади. Китоб берилганлар ва иймон келтирганлар шубҳага тушмасин. Қалбларида хасталик бўлганлар ва кофирлар десинки: “Аллоҳ бу билан нимани масал қилмоқчи?” Аллоҳ ўзи истаганини адаштиради, истаганини Тўғри Йўлга йўллайди. Раббингнинг лашкарларини Ундан ўзга ҳеч ким билмайди. Бу башарият учун бир Ўгит/Эслатма. (*Малаклардаги бойлик ва тарафдор кўплигини)",74,31,
5527,"Йўқ асло! қасамки Ойга,",74,32,
5528,"Кетаётгани пайт Тунга,",74,33,
5529,"Отаётган пайт Тонгга,",74,34,
5530,"Бу - буюклардан бири (74:29),",74,35,
5531,Башарият учун бир Ўгит/Эслатма берувчи;,74,36,
5532,Сизлардан илғор ёки қолоқ бўлмоқ истаганлар учун.,74,37,
5533,"Ҳар бир жон ўз қилмиши билан гаровда,",74,38,
5534,Ўнг тарафдагилар мустасно.,74,39,
5535,Боғ-роғларда ўзаро сўрайдилар,74,40,
5536,Жиноятчилар ҳақда:,74,41,
5537,Сизни Сақарга нима олиб келди?,74,42,
5538,“Биз Мусоллийн* эмасдик” (*Мусоллийн - Йўл бошловчи пешволар -70:22) -,74,43,
